ArticleTitle,Question,Answer,DifficultyFromQuestioner,DifficultyFromAnswerer,ArticleFile,top_n_chunk_id,answer llm,Annotated Chunk,chunk_annotation,answer_annotation
beetle,What are prey of various animals including birds and mammals?,Some species of Beetles,,easy,S08_set1_a8,"['254', '23', '19', '18', '255']","ungulates, monkeys, rodents, reptiles, amphibians, birds, and fish",Some species are prey of various animals including birds and mammals. Certain ,False,0
beetle,What was given by Aristotle for the hardened shield like forewings?,The name: Coleoptera,,easy,S08_set1_a8,"['219', '225', '220', '226', '223']","The name ""Coleoptera"" was given by Aristotle for the hardened shield like forewings.","The name ""Coleoptera"" was given by Aristotle for the hardened shield like forewings (coleo = shield + ptera = wing). ",True,1
beetle,Who or what vary greatly in form within the coleoptera?,Specific organs and appendages ,,easy,S08_set1_a8,"['253', '215', '240', '238', '258']",Beetles,"The general anatomy of beetles is quite uniform, although specific organs and appendages may vary greatly in appearance and function between the many families in the order. ",False,0
beetle,Are many beetles territorial?,Yes,,easy,S08_set1_a8,"['246', '252', '217', '245', '253']",Yes,Many beetles are territorial and will fiercely defend their small patch of territory from intruding males.,True,1
beetle,Are beetles endopterygotes with complete metamorphosis?,Yes,,easy,S08_set1_a8,"['237', '244', '243', '242', '240']",Yes,Beetles are endopterygotes with complete metamorphosis.,True,1
beetle,Oxygen is what?,obtained via tracheal system,,too hard,S08_set1_a8,"['236', '256', '77', '169', '173']",not specified,Oxygen is obtained via a tracheal system. ,True,0
beetle,Is there a thriving industry in the collection of beetle specimens for amateur and professional collectors ?,Yes,,easy,S08_set1_a8,"['276', '274', '278', '275', '270']",Yes,There is a thriving industry in the collection of beetle specimens for amateur and professional collectors. ,True,1
beetle,Have coleopterists formed organisations to facilitate the study of beetles ?,Yes,,easy,S08_set1_a8,"['274', '276', '275', '278', '215']",Yes,Coleopterists have formed organisations to facilitate the study of beetles,True,1
beetle,"Is the study of beetles called coleopterology , and its practitioners are coleopterists ?",Yes,,medium,S08_set1_a8,"['274', '276', '219', '275', '215']",Yes,"The study of beetles is called coleopterology, and its practitioners are coleopterists. ",True,1
beetle,May a single female lay from several dozen to several thousand eggs during her lifetime ?,Yes,,easy,S08_set1_a8,"['237', '247', '85', '244', '246']",Yes,A single female may lay from several dozen to several thousand eggs during her lifetime.,True,1
beetle,Can beetles be found in almost all habitats?,Yes,,easy,S08_set1_a8,"['217', '253', '215', '262', '254']",Yes,"Beetles can be found in almost all habitats, but are not known to occur in the sea or in the polar regions.",True,1
beetle,What happened on plants and fungi?,Beetles feed on them,,hard,S08_set1_a8,"['217', '253', '269', '243', '255']",Feed on plants and fungi.,"Beetles can be found in almost all habitats, but are not known to occur in the sea or in the polar regions. They interact with their ecosystems in several ways. They often feed on plants and fungi, break down animal and plant debris, and eat other invertebrates. ",True,1
